Blog	four	looking	second	here	kids	k	music	until	example	want	feature	wrong	series	re	wasn	service	person	came	saying	best	asked	much	life	worked	things	had	easy	possible	right	old	people	continue	support	happy	inside	later	team	love	working	following	awesome	such	data	years	course	didn	internet	million	quite	open	city	future	note	take	going	where	many	wants	photos	former	technology	being	around	world	power	industry	favorite	her	complete	am	having	tv	th	large	small	past	full	hours	social	via	company	learn	huge	its	entire	always	found	really	try	obama	also	play	plan	sometimes	set	see	project	movie	available	last	let	whole	blog	recent	amp	couple	d	by	anything	into	link	line	posted	up	us	customers	ago	age	results	video	great	makes	tools	next	process	high	perfect	doing	could	david	start	lot	face	fact	should	hope	means	stuff	email	ve	off	less	web	five	become	does	monday	announced	told	search	work	interview	after	order	office	then	them	network	another	john	do	away	voice	hand	photo	thanks	night	security	marketing	post	months	way	update	together	guy	change	live	write	product	use	still	now	drop	year	space	shows	care	couldn	yourself	ways	than	online	only	between	article	these	media	thinking	real	read	early	using	business	aren	trying	building	since	month	very	learned	family	put	takes	site	tried	help	soon	actually	food	reason	ask	american	miss	mobile	clear	latest	pretty	during	x	close	won	probably	both	battery	else	look	while	used	march	game	popular	some	run	similar	doesn	go	facebook	started	point	links	including	keep	art	long	need	based	she	key	problem	well	page	twitter	home	he	piece	star	friends	companies	likely	even	tips	ever	never	call	tell	movies	give	amazing	answer	before	better	weeks	went	side	mean	content	isn	matter	don	m	stop	bad	said	against	appeared	three	if	make	left	human	yes	yet	deal	down	daily	finally	did	visit	making	may	man	maybe	talk	nbsp	group	interesting	thing	think	first	little	anyone	were	especially	show	behind	get	enough	reading	across	according	those	different	same	running	money	either	users	videos	youtube	again	important	forget	public	two	share	needs	coming	through	good	everyone	house	hard	idea	done	least	part	b	click	build	tool	most	services	find	please	simple	create	fun	itself	yesterday	big	bit	google	often	back	single	others	control	stories	ll	day	text	taking	value	almost	com	thought	add	works	happens	buy	minutes	special	original	every	school	york	would	phone	me	my	times	end	over	writing	each	got	free	wanted	days	already	top	too	took	though	watch	report	news	been	several	able	everything	head	check	no	cool	posts	says	goes	water	today	local	information	happened	name	turn	place	given	white	any	sure	state	review	come	case	myself	someone	week	without	seems	there	program	far	list	design	version	known	rather	short	might	number	health	feel	story	kind	nothing	his	him	wrote	user	c	reasons	questions	question	called	say	nice	once	issues	heart	app	few	something	six	instead	related	our	their	which	who	why	words	view	job	april	will	gets	other	know	because	getting	own	apps	made	whether	book
kottke.org	1	3	1	10	0	1	5	2	0	6	1	0	4	15	1	3	4	3	7	12	0	9	5	1	10	21	1	2	5	3	18	0	0	1	2	2	2	7	1	1	0	5	0	9	3	3	5	0	0	1	8	4	0	5	6	4	7	0	1	2	0	4	8	5	3	1	4	6	2	3	2	8	5	2	4	2	5	1	0	13	0	2	2	7	4	3	3	5	0	0	10	9	1	2	3	6	0	1	2	8	2	6	0	3	6	1	12	33	3	19	0	2	1	21	4	0	4	2	0	22	2	0	0	3	0	4	2	5	8	2	5	1	0	1	2	1	0	2	0	5	3	4	1	3	1	5	0	0	4	0	5	2	15	2	1	6	9	0	3	9	11	3	2	3	0	1	5	0	0	2	1	6	3	2	7	3	3	0	0	1	9	8	2	19	15	1	2	3	2	1	15	2	8	4	3	13	0	1	7	4	2	2	0	0	3	2	5	4	8	2	0	6	1	2	1	2	2	5	5	4	2	3	3	0	0	0	3	5	4	5	0	4	3	1	2	9	6	6	2	8	3	18	2	2	0	10	0	4	7	0	4	1	1	4	3	1	8	1	0	7	0	0	2	25	3	1	0	1	0	16	0	3	7	3	1	6	1	2	1	4	4	0	2	2	4	0	2	1	12	8	0	3	5	5	1	9	8	5	2	8	0	3	0	9	0	2	4	0	2	4	12	0	1	234	5	0	5	8	5	4	1	12	0	2	2	7	3	1	7	0	5	4	3	2	2	1	0	1	0	3	0	2	1	12	0	0	2	5	12	1	3	2	4	9	1	6	2	1	0	1	4	0	1	1	2	0	2	0	1	5	2	4	0	7	1	3	2	1	6	4	1	0	1	6	0	8	0	3	1	2	3	3	2	5	2	6	10	0	7	17	2	1	9	0	5	7	4	1	1	0	5	4	2	3	2	2	2	12	1	1	4	1	0	12	2	0	7	5	11	3	0	3	2	8	0	5	2	5	4	1	4	1	2	1	3	1	2	2	2	22	1	6	3	4	5	3	2	0	5	3	2	3	4	3	1	23	6	4	0	2	0	1	0	5	5	0	1	1	4	2	7	7	3	1	4	5	23	5	32	1	3	0	2	4	17	2	3	6	10	2	3	0	13	3	6
43 Folders	5	2	8	28	1	2	0	15	0	26	1	6	0	48	2	3	8	1	11	14	1	37	32	5	55	26	5	5	24	10	54	4	3	6	2	5	2	15	7	2	19	6	3	16	2	8	3	0	5	4	0	8	4	10	7	20	20	3	0	0	3	17	10	13	7	1	10	17	0	14	11	4	1	3	2	8	7	4	1	1	2	11	7	9	1	20	1	77	18	0	27	6	2	15	3	18	3	1	5	13	17	4	5	2	11	7	45	101	14	21	2	3	15	45	21	3	3	0	2	14	14	5	5	3	2	0	2	16	24	4	11	39	5	9	16	20	11	27	11	40	13	16	10	4	12	5	1	0	6	0	59	9	10	8	0	25	22	4	10	15	74	7	4	3	2	13	5	0	0	2	4	36	4	3	33	13	8	3	4	11	20	41	2	14	1	0	27	6	15	5	36	1	22	3	4	24	2	5	19	43	4	8	8	4	10	3	5	2	29	3	4	3	4	2	2	30	5	14	1	5	9	2	2	1	7	0	11	2	4	2	10	8	8	0	7	5	10	6	2	2	2	28	6	1	18	21	1	2	21	2	8	10	3	21	21	2	29	2	15	24	4	4	6	39	0	1	5	2	4	50	5	26	26	3	17	1	4	1	2	13	27	1	2	4	7	1	0	8	46	47	11	6	14	4	0	3	59	45	2	4	13	6	2	9	4	6	13	4	11	15	7	14	22	1	0	2	33	31	29	28	14	16	8	4	2	50	15	13	0	0	27	7	9	4	5	7	5	0	0	10	13	2	1	10	4	4	1	7	26	8	2	16	6	10	11	17	6	2	2	3	41	3	10	16	7	0	3	6	1	25	7	2	19	25	6	4	3	2	37	16	4	1	3	13	17	10	1	0	3	5	7	5	2	12	0	1	20	1	82	188	3	7	29	4	13	2	8	5	7	13	2	14	2	2	6	0	1	31	2	1	12	1	2	37	3	2	13	10	5	13	0	6	2	3	5	7	3	0	38	10	0	1	5	3	8	7	11	12	2	33	0	7	3	10	3	2	8	3	16	9	2	7	6	9	7	28	12	2	0	0	2	0	3	3	21	15	4	0	4	8	13	23	4	4	3	35	19	45	70	32	1	4	19	3	53	13	22	40	57	11	13	5	28	14	25
Autoblog	1	1	1	2	0	5	0	0	0	0	0	0	8	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	39	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	0	2	0	1	1	2	0	1	0	0	1	0	4	9	4	0	1	0	2	0	0	3	0	0	0	0	0	2	0	1	1	0	0	10	4	0	0	0	0	0	0	1	2	0	2	42	0	4	0	0	2	0	0	0	3	0	1	5	0	6	0	0	0	8	2	0	0	0	0	11	0	0	0	3	0	0	0	0	6	0	1	0	0	0	0	0	1	0	39	1	9	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	1	0	1	0	0	3	0	0	40	3	1	0	2	0	1	0	0	0	0	5	3	0	0	0	0	0	0	2	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	1	0	2	0	0	9	0	4	0	1	0	0	3	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	1	1	4	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	3	0	0	0	1	3	0	0	0	0	0	2	0	1	0	0	0	0	0	39	0	0	1	0	0	0	0	1	1	0	0	0	0	0	6	0	0	0	156	5	0	1	1	6	2	0	0	0	8	0	4	0	39	0	1	0	0	1	0	0	0	0	5	0	3	0	0	0	1	0	0	1	1	2	0	0	0	1	1	1	0	3	1	3	0	0	0	0	39	0	0	0	1	0	1	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	3	1	0	1	0	0	7	3	0	0	0	0	1	2	0	2	1	1	0	0	0	0	0	1	0	0	1	1	2	0	2	0	0	1	2	0	0	5	0	0	0	0	0	0	0	4	1	0	0	0	0	1	3	1	0	0	1	5	0	0	1	0	0	0	5	2	0	0	0	1	0	0	0	1	0	0	8	2	0	0	4	0	4	0	1	0	0	0	1	0	0	0	0	2	0	0	41	1	1	1	0	0	0	0	3	12	0	1	0	0	3	0	0	1	0	0
Daily Kos	3	5	3	13	0	1	0	3	2	10	3	2	2	36	3	2	1	4	2	10	3	15	8	0	9	18	2	7	25	8	38	4	15	7	5	1	6	3	7	5	1	4	5	19	9	15	0	0	5	6	15	2	1	11	18	13	11	3	0	5	0	16	10	8	1	5	2	15	1	6	3	0	2	2	1	9	2	4	10	3	7	1	2	22	3	4	10	9	4	19	19	4	3	2	4	10	7	6	5	15	8	3	2	6	14	1	21	106	8	24	4	4	0	47	22	5	9	5	9	5	2	12	0	13	6	6	6	4	18	4	3	12	7	10	13	4	5	0	0	6	15	7	0	6	4	14	9	2	5	1	11	9	24	6	4	18	19	0	7	6	36	7	1	0	0	2	4	7	2	6	5	24	1	7	6	8	12	1	2	6	7	26	3	12	0	6	3	4	2	2	20	2	25	6	2	31	4	3	4	4	1	2	14	3	4	2	11	11	13	0	7	2	1	2	1	12	4	9	2	2	4	18	2	0	6	1	2	7	0	2	9	3	7	0	1	0	13	0	2	4	1	33	8	4	9	11	3	2	4	0	7	4	1	6	10	5	32	5	6	15	1	0	4	101	3	1	2	3	6	21	0	8	10	2	11	1	9	1	2	9	10	5	5	10	3	0	15	6	18	14	2	2	25	28	3	14	62	17	9	2	3	11	25	14	13	2	18	2	6	9	7	3	5	21	6	0	11	12	13	13	9	27	4	17	4	20	16	5	3	11	23	7	7	13	15	5	0	0	0	8	5	0	12	21	1	4	9	11	21	2	20	9	1	3	5	8	0	2	0	0	19	5	9	5	1	4	3	3	2	12	9	0	3	16	4	6	4	2	10	17	2	4	1	9	1	3	0	1	3	1	1	3	2	6	2	4	50	1	22	19	7	8	20	0	7	6	8	3	1	13	9	13	1	11	2	6	14	24	4	2	3	10	4	32	0	3	9	1	0	9	7	9	1	6	3	3	3	8	27	10	34	0	10	6	2	4	17	5	4	23	12	11	6	0	5	5	4	3	10	8	14	7	8	4	5	66	25	3	0	6	4	1	7	9	25	1	9	7	4	3	6	8	4	5	4	19	46	36	63	16	4	3	3	3	51	3	30	14	15	5	8	0	11	9	5
Google Blogoscoped	0	0	1	2	0	0	0	0	0	2	2	1	0	5	0	6	0	0	0	4	1	4	0	0	1	3	1	1	1	0	3	0	0	0	0	2	0	2	2	0	0	0	0	1	0	0	0	0	0	2	0	1	1	1	2	1	0	0	0	0	1	0	2	1	0	0	0	0	1	1	0	0	0	0	1	2	2	0	0	2	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	4	0	0	0	0	2	0	1	0	0	0	2	4	0	3	1	0	0	3	1	0	1	0	1	0	0	1	0	1	2	0	0	2	1	0	1	0	0	0	0	0	0	1	0	4	0	1	4	3	0	0	0	0	0	1	1	0	0	0	0	3	4	0	2	0	3	0	0	1	1	1	0	0	0	2	0	1	0	1	0	1	1	0	0	3	0	4	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	1	0	2	0	4	0	1	0	0	0	0	1	0	0	1	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	2	1	1	2	0	2	0	3	1	2	0	1	0	0	0	2	0	0	0	1	2	1	0	0	0	2	0	0	1	2	0	0	1	0	1	4	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	1	1	4	2	0	0	2	0	0	0	8	3	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	7	0	1	0	2	0	1	1	1	1	0	5	0	1	2	0	3	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	0	0	0	4	2	0	0	3	1	3	0	1	1	1	0	1	0	0	28	1	3	1	1	0	0	6	3	1	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	11	4	4	7	1	0	1	0	3	0	2	0	0	1	1	2	1	3	0	0	1	4	1	0	0	0	0	6	0	1	1	1	0	1	0	0	0	2	0	2	0	0	3	0	0	0	1	1	0	1	0	0	0	5	0	0	1	1	0	0	0	0	0	5	0	1	0	0	0	1	0	0	2	0	0	2	4	1	0	1	1	0	0	4	1	2	0	0	0	3	4	5	5	0	0	2	0	0	1	0	4	2	5	0	0	6	2	1	0
Deadspin	1	0	2	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	3	0	1	2	0	0	1	1	0	1	0	0	0	1	1	0	0	3	0	0	2	1	0	0	2	1	2	0	1	0	0	0	1	0	1	0	0	0	0	2	4	0	0	2	3	0	0	0	3	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	7	0	0	1	0	1	0	3	0	0	0	0	3	0	1	0	3	1	0	0	1	1	1	2	6	1	4	0	0	1	5	7	3	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	1	0	0	3	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	2	1	0	2	0	1	1	0	4	3	0	0	0	3	1	1	0	3	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	6	1	0	0	0	0	3	0	1	0	0	2	2	1	1	0	2	0	3	0	0	6	1	3	1	0	0	3	2	0	0	0	0	1	0	0	1	1	2	0	0	2	0	2	0	7	2	5	0	1	0	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	2	0	1	3	2	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	2	3	6	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	5	0	0	0	1	2	2	5	0	0	3	3	1	1	0	1	2	1	0	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	2	0	1	0	1	0	0	0	4	0	0	0	0	2	2	0	0	0	1	1	1	0	0	3	1	1	0	1	0	0	8	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	4	8	2	7	2	0	1	1	0	4	0	0	3	2	1	0	0	3	0	5
The Dish	0	2	0	2	0	1	0	0	4	1	0	0	0	2	0	0	1	0	1	0	0	2	1	0	3	3	0	1	0	3	5	1	2	0	0	0	0	7	0	2	0	0	0	11	0	3	2	1	0	2	0	0	3	1	2	0	3	0	1	1	0	0	4	7	0	0	2	1	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	6	1	0	0	1	12	0	1	0	0	0	7	3	0	2	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	3	1	3	4	0	0	3	3	0	1	0	1	1	0	0	0	1	0	3	0	2	0	0	3	0	0	2	1	3	0	1	0	2	0	0	0	0	4	0	0	1	0	0	0	1	0	0	1	2	2	0	3	0	1	0	1	0	0	4	0	3	1	0	5	0	0	1	9	1	0	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	2	0	0	1	3	0	0	0	1	0	1	0	0	1	3	0	1	0	1	1	1	1	6	0	0	1	1	1	1	0	0	1	3	2	0	1	0	2	4	0	0	1	0	0	0	0	0	1	1	2	0	1	0	0	2	1	0	4	1	0	1	3	1	0	1	2	2	0	0	1	1	0	1	0	0	2	0	0	1	1	1	2	0	0	0	1	1	2	2	2	1	0	0	1	2	1	3	0	2	2	1	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	4	0	0	2	1	3	0	2	3	0	0	0	0	5	0	2	3	2	0	0	1	3	2	0	0	2	3	1	1	0	0	3	9	0	1	0	1	1	2	0	0	0	0	0	0	1	1	0	0	1	0	11	16	1	3	3	2	0	0	0	1	0	0	0	1	1	1	0	0	2	6	0	1	0	1	0	6	0	4	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	2	0	3	0	0	0	0	0	1	0	3	1	1	2	0	3	0	2	11	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	4	7	2	5	3	4	2	1	0	5	0	2	6	1	0	1	0	2	0	3
Go Fug Yourself	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	20	2	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	0	0	1	0	0	19	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	11	1	1	1	0	0	0	0	0
O'Reilly Radar	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0
MetaFilter	0	1	0	1	1	2	2	0	0	1	0	0	1	0	1	0	0	1	1	2	0	2	1	0	1	3	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	2	0	2	0	1	0	0	1	1	0	0	0	0	1	2	1	0	1	0	0	3	2	5	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2	0	1	0	1	1	0	0	1	0	0	5	0	0	0	0	2	1	0	0	3	1	0	0	0	0	0	1	1	1	2	0	2	0	1	4	0	0	0	0	1	3	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	2	0	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	3	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	10	0	3	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	1	3	1	0	0	0	0	1	0	2	4	0	2	2	0	1	2	1	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	4	0	1	6	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	4	0	0	0	1	2	0	0	2	0	1	0	1	1	0	1	0	0	0	0	3	0	0	1	1	1	6	1	0	0	0	0	0	0	0	0	0	2	1	3	0	2	7	2	1	0	0	1	0	0	1	0	0	0	0	1	0	1	2	0	0	0	2	1	2	3	6	0	0	0	0	3	1	1	1	2	0	0	0	2	0	0
ReadWrite	1	2	4	7	0	0	0	0	3	16	4	3	1	10	1	5	0	5	1	5	4	9	1	3	5	4	3	3	5	0	15	2	4	2	2	1	5	0	2	2	0	6	21	6	4	4	1	5	0	0	0	7	1	10	5	4	6	6	3	1	8	2	6	9	3	1	0	1	0	1	6	9	0	3	1	1	8	1	2	5	21	0	5	22	1	4	3	3	5	1	27	5	2	0	6	17	2	2	5	4	5	0	0	1	2	2	0	25	1	16	0	4	1	18	11	3	3	0	7	4	2	6	2	1	4	2	0	5	19	1	3	9	2	2	12	1	2	1	3	4	6	2	2	3	2	2	2	3	3	6	7	0	11	1	5	4	17	8	4	0	11	1	10	0	6	1	0	6	6	5	2	18	4	3	0	2	1	1	1	5	7	19	0	5	0	1	1	1	0	3	29	2	6	7	2	8	1	0	5	3	3	2	5	3	0	0	4	0	1	0	1	4	4	2	6	6	1	3	0	0	0	1	0	12	1	5	3	2	1	0	4	3	4	0	2	2	5	2	0	1	1	16	10	4	8	3	2	3	0	2	2	4	0	10	4	10	4	0	3	13	2	0	3	6	1	0	1	10	4	10	0	3	0	0	4	4	4	0	0	7	6	1	0	1	3	0	3	0	6	5	0	0	7	3	1	6	22	6	0	3	0	8	2	7	1	0	1	0	2	14	0	4	3	96	1	2	3	3	16	5	2	7	3	4	0	19	1	0	5	3	9	4	8	5	0	2	12	2	0	2	2	2	1	8	0	2	5	10	3	2	0	3	2	2	5	4	1	0	5	5	13	4	2	0	3	2	2	5	0	5	1	41	3	2	2	6	5	0	9	5	0	3	3	1	1	2	1	3	1	5	0	2	0	8	2	0	5	0	3	9	2	2	7	0	3	3	6	1	4	4	4	3	2	3	31	2	4	10	1	2	1	1	1	9	0	1	1	3	0	1	3	6	2	1	4	4	2	0	14	1	2	4	6	2	0	0	12	6	1	12	4	6	1	2	5	2	5	2	9	4	0	1	3	3	0	2	1	0	1	0	1	0	1	3	3	0	2	0	0	38	10	2	0	4	0	10	32	19	7	5	1	1	4	3	28	1	18	4	5	2	5	51	1	5	0
Lifehack	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	9	0	3	15	0	12	0	2	0	2	1	12	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	4	1	2	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	4	0	0	0	0	0	3	0	0	20	0	0	0	2	1	2	4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	8	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	2	0	3	0	2	5	0	2	0	0	4	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	20	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	20	1	0	4	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	1	1	4	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	4	0	0	0	3	0	0	0	3	0	0	1	0	0	0	1	2	2	12	4	0	1	0	0	2	0	0	0	3	0	0	0	3	0	1
